"mpio","dep","pob","emplserv","mpionombre","depnombre","ind"
47170,47,10252,2,"Chivolo","Magdalena",19.5083886071011
13873,13,15659,3,"Villanueva","Bolívar",19.1583115141452
70823,70,5224,1,"Tolú Viejo","Sucre",19.1424196018377
25754,25,392757,74,"Soacha","Cundinamarca",18.8411664209677
25200,25,5335,1,"Cogua","Cundinamarca",18.7441424554827
5101,5,16093,3,"Ciudad Bolívar","Antioquia",18.6416454359038
20443,20,5431,1,"Manaure","Cesar",18.4128153194623
8520,8,22159,4,"Palmar de Varela","Atlántico",18.0513561081276
47798,47,5637,1,"Tenerife","Magdalena",17.7399325882562
54261,54,11314,2,"El Zulia","Norte de Santander",17.6772140710624
76041,76,11504,2,"Ansermanuevo","Valle del Cauca",17.3852573018081
47258,47,5785,1,"El Piñon","Magdalena",17.286084701815
13838,13,11994,2,"Turbaná","Bolívar",16.675004168751
8436,8,12083,2,"Manatí","Atlántico",16.5521807498138
5895,5,12500,2,"Zaragoza","Antioquia",16
13683,13,12545,2,"Santa Rosa","Bolívar",15.9426066161817
5789,5,6343,1,"Támesis","Antioquia",15.7654106889484
76248,76,32455,5,"El Cerrito","Valle del Cauca",15.4059466954244
25099,25,6761,1,"Bojacá","Cundinamarca",14.7907114332199
13670,13,21341,3,"San Pablo","Bolívar",14.0574481045874
20750,20,7173,1,"San Diego","Cesar",13.941168269901
47030,47,7311,1,"Algarrobo","Magdalena",13.6780194227876
76122,76,23280,3,"Caicedonia","Valle del Cauca",12.8865979381443
13760,13,8141,1,"Soplaviento","Bolívar",12.2835032551284
13433,13,8759,1,"Mahates","Bolívar",11.4168284050691
13222,13,8990,1,"Clemencia","Bolívar",11.1234705228031
73624,73,9385,1,"Rovira","Tolima",10.6553010122536
19573,19,38757,4,"Puerto Tejada","Cauca",10.3207162577083
8078,8,41780,4,"Baranoa","Atlántico",9.57395883197702
13244,13,49419,4,"El Carmen de Bolívar","Bolívar",8.09405289463567
50573,50,18493,1,"Puerto López","Meta",5.40745146812307
5004,5,651,0,"Abriaquí","Antioquia",0
5021,5,1860,0,"Alejandría","Antioquia",0
5091,5,3787,0,"Betania","Antioquia",0
5093,5,5119,0,"Betulia","Antioquia",0
5107,5,2181,0,"Briceño","Antioquia",0
5134,5,1052,0,"Campamento","Antioquia",0
5145,5,2537,0,"Caramanta","Antioquia",0
5306,5,1198,0,"Giraldo","Antioquia",0
5411,5,1830,0,"Liborina","Antioquia",0
5475,5,963,0,"Murindó","Antioquia",0
5501,5,291,0,"Olaya","Antioquia",0
5543,5,1536,0,"Peque","Antioquia",0
5647,5,2417,0,"San Andrés de Cuerquía","Antioquia",0
5652,5,2262,0,"San Francisco","Antioquia",0
5660,5,4563,0,"San Luis","Antioquia",0
5873,5,2077,0,"Vigía del Fuerte","Antioquia",0
5885,5,2932,0,"Yalí","Antioquia",0
8549,8,2387,0,"Piojó","Atlántico",0
8832,8,5927,0,"Tubará","Atlántico",0
8849,8,7736,0,"Usiacurí","Atlántico",0
13062,13,5287,0,"Arroyohondo","Bolívar",0
13074,13,5056,0,"Barranco de Loba","Bolívar",0
13188,13,7138,0,"Cicuco","Bolívar",0
13268,13,2758,0,"El Peñón","Bolívar",0
13620,13,4933,0,"San Cristóbal","Bolívar",0
13650,13,2734,0,"San Fernando","Bolívar",0
15090,15,369,0,"Berbeo","Boyacá",0
15092,15,358,0,"Betéitiva","Boyacá",0
15104,15,423,0,"Boyacá","Boyacá",0
15114,15,291,0,"Busbanzá","Boyacá",0
15185,15,1052,0,"Chitaraque","Boyacá",0
15187,15,1678,0,"Chivatá","Boyacá",0
15204,15,828,0,"Cómbita","Boyacá",0
15226,15,179,0,"Cuítiva","Boyacá",0
15232,15,99,0,"Chíquiza","Boyacá",0
15401,15,715,0,"La Victoria","Boyacá",0
15466,15,2588,0,"Monguí","Boyacá",0
15476,15,603,0,"Motavita","Boyacá",0
15550,15,257,0,"Pisba","Boyacá",0
15720,15,571,0,"Sativanorte","Boyacá",0
15723,15,267,0,"Sativasur","Boyacá",0
15762,15,455,0,"Sora","Boyacá",0
15820,15,1228,0,"Tópaga","Boyacá",0
15897,15,986,0,"Zetaquira","Boyacá",0
18479,18,1608,0,"Morelia","Caquetá",0
18756,18,1765,0,"Solano","Caquetá",0
19050,19,34,0,"Argelia","Cauca",0
19533,19,570,0,"Piamonte","Cauca",0
19693,19,947,0,"San Sebastián","Cauca",0
19701,19,1393,0,"Santa Rosa","Cauca",0
19760,19,375,0,"Sotara","Cauca",0
19780,19,4452,0,"Suárez","Cauca",0
19785,19,1285,0,"Sucre","Cauca",0
19824,19,1386,0,"Totoró","Cauca",0
20250,20,3718,0,"El Paso","Cesar",0
25086,25,337,0,"Beltrán","Cundinamarca",0
25095,25,398,0,"Bituima","Cundinamarca",0
25154,25,1601,0,"Carmen de Carupa","Cundinamarca",0
25168,25,771,0,"Chaguaní","Cundinamarca",0
25258,25,429,0,"El Peñón","Cundinamarca",0
25288,25,231,0,"Fúquene","Cundinamarca",0
25317,25,3540,0,"Guachetá","Cundinamarca",0
25324,25,1041,0,"Guataquí","Cundinamarca",0
25328,25,836,0,"Guayabal de Siquima","Cundinamarca",0
25335,25,1309,0,"Guayabetal","Cundinamarca",0
25489,25,2243,0,"Nimaima","Cundinamarca",0
25580,25,572,0,"Pulí","Cundinamarca",0
25592,25,343,0,"Quebradanegra","Cundinamarca",0
25594,25,1325,0,"Quetame","Cundinamarca",0
25645,25,832,0,"San Antonio del Tequendama","Cundinamarca",0
25653,25,651,0,"San Cayetano","Cundinamarca",0
25781,25,1346,0,"Sutatausa","Cundinamarca",0
25797,25,698,0,"Tena","Cundinamarca",0
25823,25,685,0,"Topaipí","Cundinamarca",0
25841,25,839,0,"Ubaque","Cundinamarca",0
27025,27,6300,0,"Alto Baudo","Chocó",0
27050,27,1763,0,"Atrato","Chocó",0
27073,27,2333,0,"Bagadó","Chocó",0
27135,27,1846,0,"El Cantón del San Pablo","Chocó",0
27250,27,1032,0,"El Litoral del San Juan","Chocó",0
27372,27,1227,0,"Juradó","Chocó",0
27425,27,290,0,"Medio Atrato","Chocó",0
27430,27,17,0,"Medio Baudó","Chocó",0
27600,27,5454,0,"Río Quito","Chocó",0
27745,27,57,0,"Sipí","Chocó",0
41378,41,3721,0,"La Argentina","Huila",0
41503,41,2927,0,"Oporapa","Huila",0
41799,41,5632,0,"Tello","Huila",0
41885,41,6590,0,"Yaguará","Huila",0
44420,44,1884,0,"La Jagua del Pilar","La Guajira",0
47161,47,4256,0,"Cerro San Antonio","Magdalena",0
47460,47,6254,0,"Nueva Granada","Magdalena",0
47605,47,5363,0,"Remolino","Magdalena",0
47745,47,12952,0,"Sitionuevo","Magdalena",0
47980,47,4120,0,"Zona Bananera","Magdalena",0
50124,50,1426,0,"Cabuyaro","Meta",0
50150,50,3243,0,"Castilla la Nueva","Meta",0
50350,50,3607,0,"La Macarena","Meta",0
50370,50,2348,0,"Uribe","Meta",0
50680,50,3121,0,"San Carlos de Guaroa","Meta",0
50686,50,640,0,"San Juanito","Meta",0
52258,52,925,0,"El Tablón de Gómez","Nariño",0
52480,52,3215,0,"Nariño","Nariño",0
52685,52,3124,0,"San Bernardo","Nariño",0
52699,52,4274,0,"Santacruz","Nariño",0
54125,54,690,0,"Cácota","Norte de Santander",0
54385,54,1281,0,"La Esperanza","Norte de Santander",0
54673,54,1581,0,"San Cayetano","Norte de Santander",0
54680,54,1160,0,"Santiago","Norte de Santander",0
63111,63,1163,0,"Buenavista","Quindio",0
63212,63,2873,0,"Córdoba","Quindio",0
63548,63,3644,0,"Pijao","Quindio",0
66075,66,1718,0,"Balboa","Risaralda",0
66318,66,3631,0,"Guática","Risaralda",0
68121,68,465,0,"Cabrera","Santander",0
68169,68,565,0,"Charta","Santander",0
68176,68,814,0,"Chima","Santander",0
68209,68,359,0,"Confines","Santander",0
68264,68,410,0,"Encino","Santander",0
68266,68,591,0,"Enciso","Santander",0
68522,68,683,0,"Palmar","Santander",0
68524,68,612,0,"Palmas del Socorro","Santander",0
68673,68,408,0,"San Benito","Santander",0
68705,68,279,0,"Santa Bárbara","Santander",0
68745,68,2174,0,"Simacota","Santander",0
68780,68,649,0,"Suratá","Santander",0
68820,68,503,0,"Tona","Santander",0
70230,70,2505,0,"Chalán","Sucre",0
70233,70,3621,0,"El Roble","Sucre",0
73200,73,1526,0,"Coello","Tolima",0
73461,73,1551,0,"Murillo","Tolima",0
73547,73,1606,0,"Piedras","Tolima",0
76243,76,2383,0,"El Águila","Valle del Cauca",0
76497,76,9584,0,"Obando","Valle del Cauca",0
76616,76,5212,0,"Riofrío","Valle del Cauca",0
76670,76,5836,0,"San Pedro","Valle del Cauca",0
76845,76,2114,0,"Ulloa","Valle del Cauca",0
76863,76,3827,0,"Versalles","Valle del Cauca",0
81220,81,2348,0,"Cravo Norte","Arauca",0
85279,85,493,0,"Recetor","Casanare",0
85300,85,1499,0,"Sabanalarga","Casanare",0
85325,85,1641,0,"San Luis de Palenque","Casanare",0
86755,86,2998,0,"San Francisco","Putumayo",0
86760,86,2081,0,"Santiago","Putumayo",0
95025,95,3364,0,"El Retorno","Guaviare",0
97666,97,165,0,"Taraira","Vaupés",0
99624,99,1870,0,"Santa Rosalía","Vichada",0
